runJobCommand
arguents: child
arguents: job
arguents: mode
handleJobInSeparateProcess0

Checking job 5901 ...about to run job:
preconNumber: 5, 1

  Running Model Checker with 1 checks ...W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'strcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'strlen'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'strlen'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'strcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'strcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'memcmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'strncmp'
W [1] lib/Slicer/LocalDependencyCollector.cpp:328 | function without implementation called: 'strncmp'
F [1] lib/Slicer/LocalDependencyCollector.cpp:150 | Assertion failed: i < func->arg_size()
